context_id	word	gold_sense_id	predict_sense_id	positions	context
354	демократ	3		97-106	оставаться место господин советник пройтись тюрьма должен видеть демократ
355	демократ	3		48-57	рядом постелить матрац лисоцкий демократ решать спать сарай правда совхоз выдавать ватный тюфячок руководитель
356	демонстрация	1		12-25	праздничный демонстрация
357	демонстрация	1		22-35	антиправительственный демонстрация
358	демонстрация	1		26-39	улица проходить массовый демонстрация протест
359	демонстрация	1		19-32	молчаливый демонстрация развернувать определенный момент лозунг «уважать конституцию»
360	демонстрация	1		37-50	родственник заложник выходить демонстрация требование прекращать война сколько
361	демонстрация	1		29-43	тысяча человек проходить демонстрация дворец здание правительство
362	демонстрация	1		0-13	демонстрация организовывать публичный выражение общественный настроение группа гражданин использование время передвижение плакат транспарантовый иной средство наглядный агитация
363	демонстрация	2		0-13	демонстрация новый модель одежда
364	демонстрация	2		28-41	законопроект ограничение демонстрация иностранный фильм
365	демонстрация	2		16-29	показ начинаться демонстрация возможность стрелковый оружие
366	демонстрация	2		89-102	мочь быть представление входить набор услуга аттракцион самолет так демонстрация спасательный жилет запасной выход
367	демонстрация	2		41-55	действие перемежать пляска пение демонстрация отдельный сцена фильм
368	демонстрация	2		43-56	сегодня кинотеатр город начинаться демонстрация новый фильм алексей балабанов «война»
369	демонстрация	2		6-19	время демонстрация слайд можно устанавливать интервал секунда
370	демонстрация	2		8-21	простой демонстрация волшебный свойство продукт призыв покупать часто порождать скептический улыбочка
371	демонстрация	3.1		0-13	демонстрация урок действие закон архимед
372	демонстрация	3.1		0-13	демонстрация сила
373	демонстрация	3.1		20-33	знать демонстрация папирус киклопа единственный способ предупреждать опасность
374	демонстрация	3.1		89-103	партия страна практически ощущать недовольство незаконный акция суть демонстрация произвол
375	демонстрация	3.1			проступать новый фашистский берлин
376	демонстрация	3.1		86-99	насупить темный серый здание создавать радость глаз устрашение демонстрация власть
377	демонстрация	3.1		102-115	рома выпивать рюмка удовольствие видно пить текила привычный делать демонстрация достаток
378	демонстрация	3.1		36-49	cогласие подобный акция означать демонстрация «абсолютный открытость банк
379	демонстрация	3.1		47-60	неформальный тусовка становиться способ ритуальный демонстрация могущество власть
380	демонстрация	3.2		36-49	новый рекорд спортсмен наглядный демонстрация огромный возможность человеческий организм
381	демонстрация	3.2		19-32	очередной теракт демонстрация слабость спецслужба
382	демонстрация	3.2		29-43	следующий текст служить яркий демонстрация излагаемый первый подход
383	демонстрация	3.2		10-23	суд демонстрация сила государство
384	демонстрация	3.2		85-98	америка приглядываться атмосфера жизнь нетрудный замечать дежурный улыбка демонстрация стойкость жизнеспособность
385	демонстрация	3.2		10-23	демонстрация неспособность власть нарастать валютно -финансовый проблема принимать ответственный решение
386	демонстрация	3.2		68-82	год избирать национальный собрание являться демонстрация уважение поэт сторона широкий слой парижский общество
387	демонстрация	3.3		28-41	почему приходить демонстрация
388	демонстрация	3.3		36-49	здороваться явный демонстрация
389	демонстрация	3.3		138-152	чудак вид взъерошить конспиратор шестидесятый год тыкать окурок пепельница цветочный ваза явный демонстрация
390	демонстрация	3.3		55-68	прекрасно знать любить устраивать демонстрация мстить отвлекаться
391	демонстрация	3.3		67-80	отвечать право так разговаривать демонстрация
392	демонстрация	3.3		50-63,66-79	мысль неявка отвергать порог получаться демонстрация демонстрация хотеть
393	демонстрация	3.3		44-57	публичный покаяние покаяние демонстрация
394	дерево	1		30-37	двор расти вековой дерево
395	дерево	1		16-24	окно шуметь дерево
396	дерево	1		7-16	мох дерево расти северный сторона
397	дерево	1		76-85	дождь брызгать косой струя нога хлюпать мокрый лист срываться дерево сад
398	дерево	1		73-80,99-108	акация указывать небольшой цвести сладкий желтый цвет дерево великий дерево
399	дерево	1		17-24	сливовый дерево длинный голый ветка бывать лето толстый голубоватый пыльца плод
400	дерево	1		35-43	карповка теперь одеть гранит дерево посадить берег война выглядеть почти столетний
401	дерево	1		20-27	клен единственный дерево лист составлять букет
402	дерево	2		0-7	дерево очень хорошо гореть
403	дерево	2		33-40	художник выкладывать узор стекло дерево камень
404	дерево	2		49-56	дом одноэтажный минимум кирпич максимум дерево
405	дерево	2		45-52	темгенево каменный дом знать изба дерево
406	дерево	2		14-22	пахнуть свежий дерево строительство еще кончать пол засыпать стружка
407	дерево	2		65-72	мать закрывать ключ массивный рифленый закрашять дерево стекло дверь
408	дерево	2		54-61	шкаф самый обыкновенный двустворчатый ореховый дерево
409	дерево	2		24-31	полировать красный дерево появляться грубый свежий царапина
410	дерево	2		20-28	теперь отделать дерево салон становиться совсем уютный
411	дерево	3		47-54	структура предложение можно представлять вид дерево
412	дерево	3		30-37	анализ данные использовать дерево принятие решение
413	дерево	3		18-25	пример построение дерево объект представлять рисунок
414	дерево	3		46-55	диаграмма представляться вид граф дерево событие функциональный сеть карта поток
415	держава	1		8-16	воевать держава
416	держава	1		46-53	саммит встречаться лидер ведущий мировой держава
417	держава	1		28-36,49-57	когда-то стоять там великий держава единоверец держава рушиться оставаться пестрый впавший бедность население
418	держава	1		49-57	однако дурак дурак понимать жить держава безопасный зажиточний сытный
419	держава	1		55-63	знать абдулла мзда брать держава обидный
420	держава	1		77-85	глава фирма потрясать «меня впервые переводить посол великий держава
421	держава	1		96-103	мнение необходимость окончательный разгром нацистский германия лидер союзный держава единый
422	держава	1		51-58	отношение самый экономически могучий западный держава америка находиться состояние неопределенность
423	держава	2		15-23	энергетический держава
424	держава	2		9-17	зерновая держава
425	держава	2		34-43	казахстан хотеть становиться космический держава
426	держава	2		40-49	германия трудный признавать гимнастический держава берлин столица европейский гимнастика
427	держава	2		38-46	последний время ведущий авиационный держава активно развивать средство воздушный космический нападение
428	держава	2		161-170	удивительный большинство ученик ростропович составлять бывший рижанин рождаться учиться латвия самый оказываться виолончельный держава
429	держава	2		68-77	надо комбинат строить давать возможность россия медный держава
430	дерзость	1.1		28-37	любить секретарша дерзость нахальство
431	дерзость	1.1		13-22	онеметь дерзость подчинять
432	дерзость	1.1		72-81	невоздержанность язык оставаться смолоду синяк шишка дерзость умерить ум -разум прибавлять
433	дерзость	1.1		15-24	дерзость сумасбродство мать женщина практичный знать хотеть
434	дерзость	1.1		129-138	момент нора замечать сын замирать открытый рот казаться хотеть что-то спрашивать потом испугаться собственный дерзость
435	дерзость	1.1		142-151	знать господин полковник сила финансовый затруднение уже второй неделя машина ремонтировать мочь еще хватать дерзость озвучивать бредовый идея
436	дерзость	1.1		25-34	осознание собственный дерзость щека пленка загар проступить аккуратный розовый кружок
437	дерзость	1.2		19-28	неслыханный дерзость так разговаривать начальник
438	дерзость	1.2		22-32	возмущать дерзость
439	дерзость	1.2		136-145,217-227	секретарь стараться представлять причудливый форма выливаться гнев вспыльчивый прокуратор неслыханный дерзость арестовать позволить давать совет непозволительный дерзость почему статный сразу примолкнуть говорить велеть ольга
440	дерзость	1.2		132-141	ксения подходить совсем близко так ощущать теплый лицо ткнуться губа наугад попадать лоб самый большой дерзость способный горячо шепнуть
441	дерзость	1.2		75-84	любой уточняющий вопрос мочь воспринимать вызов неслыханный дерзость вопиющий нарушение партийный этика
442	дерзость	1.3		11-21	наговорить дерзость
443	дерзость	1.3		32-42	слово зубр год выглядеть дерзость встреча поражать непременно
444	дерзость	1.3		47-56	высказывание воспринимать величайший дерзость
445	дерзость	1.3		112-121	хотеть яблоко оставаться равный съесть писать мама говорить дерзость
446	дерзость	1.3		19-28	еще кнут дерзость время дача показание сказать верховный жрец
447	дерзость	1.3		58-68	сказать пьяный вспылить наговорить дерзость
448	дерзость	2.1		16-26	невиданный дерзость разоблачать преступление режим
449	дерзость	2.1		98-107	гениальный античный мужчина устав покоряться божеский прихоть холодеть собственный дерзость заявлять открытый текст раз навсегда мир происходить
450	дерзость	2.1		134-143	трудный объяснять восторг испытывать тогда строка безвестный юноша конечно молодой напор дерзость стоить сакраментальный тогда цифра «37»
451	дерзость	2.1		48-58	человек мочь превосходить дерзость дьявол
452	дерзость	2.1		62-71	открыто ведомый согрешить дерзость неведение
453	дерзость	2.1		34-43	султан шидар расхохотаться дерзость наглец поистине беспредельный оправдывать преступление другой
454	дерзость	2.2		16-25	непростительный дерзость смеяться национальный святыня
455	дерзость	2.2		88-97	прошлый век носить брюки стричь волос женщина неслыханный дерзостьюкакий дерзость курить прямо рядом кабинет завуч
456	дерзость	2.2		85-94	сразу невольно переиначать хрестоматийный строчка гете надеяться проститься дерзость «von mutter hab’ich die statur»
457	дерзость	2.2		154-163	лейла сказать сказать согласный оставлять ребенок новый муж принимать ребенок неслыханный дерзость нарушение устой
458	дерзость	4		11-20	творческий дерзость
459	дерзость	4		0-9	дерзость художник
460	дерзость	4		179-188	чувство сущность новатор русский грамматика писать латынь естественный положенный тогдашний правило русский язык прорыв дерзость
461	дерзость	4		117-126,215-224	художник неплохой рисовальщик владеть композиция создавать что-то принципиально новый дерзость водилосьно иметься коллекция [модель говорить творческий дерзость маэстро
462	дерзость	3.1		21-30	отличать крайний дерзость бесстрашие
463	дерзость	3.1		21-30	считать верхом дерзость геройство
464	дерзость	3.1		142-151	американский действительность сонный уличка двухэтажный дом длинноволосый подросток чистый шорты верх дерзость геройство проезжаться доска край университетский лестница
465	дерзость	3.1		82-92	время край доблесть мужчина проверяться способность наибольший дерзость угнать чужой конь стадо овца крайний случай корова
466	дерзость	3.1		28-37	угодно отчаянный дерзость знаменитый россия мочь палка стукнуть мочь отстрелить думать часть тело придумывать свежий воздух что-нибудь сякий особенный
467	десяток	1		10-18	оценивать десяток десятибалльный система
468	десяток	1		6-14	сложить десяток пятерка получать
469	десяток	1		98-106	ерзать передний сиденье гургеновский «вольво» запереть бокс набирать набирать восьмерка десяток код номер газанфар
470	десяток	2		7-15	первый десятка
471	десяток	2		0-8	десяток сильнейший
472	десяток	2		32-40	нынче модный составлять «горячий десятки» песенный хит сезон
473	десяток	2		83-91	диплом премия вручить также автор другой поэтический сборник входить десяток лучший книга год
474	десяток	2		9-17	первый десятка общий зачет кубок мир сегодня входить немецкий биатлонистка
475	десяток	2		7-15	первый десятка отечественный производитель год обеспечивать производство
476	десяток	2		23-31	набирать попадать десяток политик человек много доверять
477	десяток	3.1		10-18	разменять десяток
478	десяток	3.1		12-20	нет сдача десяток
479	десяток	3.1		14-22	мелочь искать десяток нет
480	десяток	3.1		42-50,58-66	лишний нуль убирать сотенный становиться десяток десяток рубль рубль гривенник гривенник копейка
481	десяток	3.1		63-73	обнаруживаться какой-то делец припрятать царский золотой десятка
482	десяток	3.1		94-102	просить допускать пятерка вытаскивать бумажка карман говорить пятерка нет брать десяток
483	десяток	3.2		0-8	десяток трефы
484	десяток	3.2		4-12	десятка выходить
485	десяток	3.2		29-37	сразу семерки выходить десяток девятка туз сюда
486	десяток	3.2		122-130	червонный дама ложиться семеркий восьмеркий бубен означать измена потом пойти пик пик восьмерка слеза десяток разлука
487	десяток	4		9-17	получать десяток
488	десяток	4		26-34	убийство давать десяток
489	десяток	4		60-68	приговор сидоров главный инженер романюк десяток остальной восемь
490	десяток	4		137-145	так суд давать материал год отправлять местный колония бахча меморандум всыпать москва десяток
491	десяток	4		40-48	врач случай летальный исход получать десяток вдвое больше любитель
492	десяток	5.1		7-15	бегать десяток
493	десяток	5.1		29-38	столовый называть «десяткой»
494	десяток	5.1		39-47	подъезд припарковать чей-то зеленый десятка
495	десяток	5.1		21-29	остановка подходить «десятка»
496	десяток	5.1		122-132	самый продавать отечественный автомобиль сходить конвейер тольятти нижний новгород называть одинаково «десятками» цена ваз газ сегодня довольно близкий
497	десяток	5.1		37-45	полный скорость проехать десяток гогочущий молодой человек
498	десяток	5.1		57-65	никак удаваться пробивать слой ламинат фанера «десятка» толстый
499	десяток	5.2		11-19	целиться десяток
500	десяток	5.2		10-18	попадать десяток
501	десяток	5.2		130-138	заведующий опереться спина стойка глядеть зеркальце шлёпать мишень воздушный ружье пуля пуля уже четвертый десяток
502	десяток	5.2		64-72	допускать раз выстреливать мишень раз попадать «десятку» раз «девятку» «восьмерку» так далее
503	десяток	1.1		5-15	счет десяток
504	десяток	1.1		0-8	десяток яйцо
505	десяток	1.1		11-19	проходить десяток год
506	десяток	1.1		30-38	наконец солдат закопать уголь десяток картофелина старательно засыпать пепел
507	десяток	1.1		43-51	огромный роскошный стол собираться десяток вельможа
508	десяток	1.1		49-57	знать друг друг первый день уже десяток год
509	десяток	1.1		7-15	проходить десяток шаг наконец останавливаться
510	десяток	1.1		13-21	подписывать десяток собственный книжка
511	десяток	1.2		17-25	разменять шестой десяток
512	десяток	1.2		18-26	пойти восьмой десяток
513	десяток	1.2		9-17	пятый десятка уже непростительть конвульсия самолюбие
514	десяток	1.2		46-54	всерьез рассчитывать седьмой десяток приходить прекрасный принц
515	десяток	1.2		83-91	много год почти безвыходно просидеть дома пуститься дорога восьмой десятка
516	десяток	1.2			цифра единица цифра десяток двузначный число вставлять нуль оказываться получать число раз исходный
517	десяток	1.2		141-149,176-184	грамота находить год слой век воспроизвести система существовать тогда цифра сначала идти единица затем десяток сотня тысяча наконец десяток тысяча
518	десяток	1.2		68-76	жених проходить юный россия сбросить цепь царизм десяток мочь быть сотня революционный учение верование лидер партия пророчество программа
519	десяток	1.2		34-42	людской река растекаться здесь десяток проток
520	десяток	1.2		27-35	вред спиртное писать десяток книга польза единый брошюра
521	десяток	1.2		22-30	мановение перо десяток тысяча школа разделять мужской женский
522	десяток	1.2		25-33	зал набить отказ десяток человек толпиться проход прилегать галерея сотня телекамера периметр партер
523	десяток	1.2		11-19,21-29	существовать десяток десяток вариант [бизнес идея повсюду
524	деятель	1		13-21	общественный деятель
525	деятель	1		35-44	президент вручать премия выдающийся деятель искусство
526	деятель	1		41-49	разговор книга вести редактор деятель литература
527	деятель	1		39-48	по-моему знать югославия деятель политика культура кино театр живопись больше сам югослав
528	деятель	1		69-78	взрывать машина принадлежать крупный государственный деятель политик бизнесмен
529	деятель	1		36-44	жан жорес выдающийся деятель французский социалистический движение
530	деятель	1		74-83	сегодняшний выпуск «известия азербайджан» представлять выдающийся деятель культура страна
531	деятель	2		18-26	подходить какой-то деятель просить закурить
532	деятель	2		4-12	деятель канцелярия напутать
533	деятель	2		18-26	посылать тут деятель водка конец
534	деятель	2		8-16	еще деятель кирилл анатольевич фрукт
535	деятель	2		45-53	мочь быть останавливаться обочина деятель подходить грабить потом убивать
536	деятель	2		14-22	по-моему деятель решать сжигать бумага выдать доверенность
537	деятель	2		30-38	хоть ребята подумать деятель
538	диалог	1		10-18	участник диалог
539	диалог	1		11-18	вступать диалог
540	диалог	1		58-67	учебник прилагать диск записывать диалог
541	диалог	1		19-26	представлять диалог происходить слышать смех клэр видеть сон
542	диалог	1		20-27	соль диалог вестись бродвейский жаргон
543	диалог	1		35-43	голос толстяк впервые начало диалог появляться хоть какой-то живой эмоция
544	диалог	1		147-155	достоевский первый понимать человек новый время понимать голова нельзя вмещать истина истина раскрывать незавершимый диалог человек человечество внутренне бесконечный
545	диалог	2		13-20	политический диалог
546	диалог	2		0-7	диалог общество государство
547	диалог	2		22-29	налаживать двусторонний диалог предприниматель муниципальный власть
548	диалог	2		34-41	демократия мочь быть диалог человек государство
549	диалог	2		33-40	успешно развивать политический диалог россия африканский государство вид контакт различный уровень интенсивный консультация министерство иностранный дело ход выявляться близость подход основной международный проблема
550	диалог	2		40-47	намереваться налаживать конструктивный диалог властный структура сообща исправлять недостаток прореха допускать медицинский сфера
551	диалог	2		149-156	мэр убежденный момент дипломатия уровень страна давать сбой важный поддерживать дипломатия город помогать восстанавливать диалог преодолевать трудность
552	диаметр	1		0-8	диаметр хорда проходить центр окружность
553	диаметр	1		26-35	построить перпендикуляр диаметр
554	диаметр	1		31-39	провести центр эллипс диаметр ab
555	диаметр	1		40-49	третий угол с' лежать конечный точка диаметр сфера идти центр сфера
556	диаметр	1		111-120,149-158	розть выкладывать монета ряд затем отмечать конец образованный образ отрезок прямой левый конец диаметр первый монета правый конец диаметр последний
557	диаметр	2.1		0-8	диаметр равный радиус
558	диаметр	2.1		0-8	диаметр обозначать символ
559	диаметр	2.1		59-69	большой блюдо тонкий лоза принести корж диаметр каждый полуметр
560	диаметр	2.1		76-85	давить оливка мочь представлять громадный метр диаметр каменный круг помещение
561	диаметр	2.1		38-47	последний год бельмо уменьшиться диаметр
562	диаметр	2.1		81-90	личинка замок вырублять аккуратно размер отверстие дверь больше диаметр миллиметр
563	диаметр	2.1		11-19	человек диаметр зрачок превышать миллиметр
564	диаметр	2.2		0-8	диаметр труба <бревно
565	диаметр	2.2		9-17	наружный диаметр патрубок
566	диаметр	2.2		31-40	понадобиться лесок минимальный диаметр
567	диаметр	2.2		57-66	ствол толстый всего сантиметр диаметр очень плотный тяжелый древесина
568	диаметр	2.2		65-74	качество шаблон брать отрезок водопроводный труба подходящий диаметр аккуратно обрезать торцевой часть
569	диаметр	2.2		94-104	ученый цюрихский политех справляться задача так использовать медный проводка диаметр микрометр изолировать слой полимер
570	диплом	1		14-24	юрист диплом
571	диплом	1		0-7	диплом престижный медицинский университет
572	диплом	1		29-36	окончание курс выдавать диплом государственный образец
573	диплом	1		19-26	быть диплом окончание медицинский факультет венский университет рассчитывать оставаться работать больница
574	диплом	1		34-41	парламентер иметь стэнфордский диплом психиатрия начинать переговоры грабитель
575	диплом	1		98-106	газета стать печататься фельетон разоблачать карьерист жулик мошеннически получать диплом ученый степень
576	диплом	1		63-71	более население жить город житель иметь диплом высший образование
577	диплом	1		6-13	иметь диплом врач вечер собственный машина шабашать
578	диплом	2.1		52-59	сын день работать вечер садиться диплом
579	диплом	2.1		35-43	диссертация развивать тема диплом
580	диплом	2.1		27-35	маруся готовить защита диплом «эстетика бальный танца»
581	диплом	2.1		27-34	поль писать сорбонна диплом карабчиевский
582	диплом	2.1		18-25	отец писать диплом топор классифицировать проследить изменение форма век
583	диплом	2.1		139-148	напроситься экспедиция север записывать народный говор основательно там задержаться предлог работа диплом
584	диплом	2.1		9-16	защищать диплом правило уже работать студент
585	диплом	2.2		19-26	месяц диплом
586	диплом	2.2		29-38	кафедра пустой зал диплом
587	диплом	2.2		58-66	месяц каждый год месяц пятый курс диплом ездить картошка
588	диплом	2.2		115-123	поздно гастроль появляться преподаватель гитис вроде экзаменационный комиссия диплом увидеть доложить
589	диплом	3		0-7	диплом международный конкурс имя рахманинов
590	диплом	3		0-7	диплом «з воля победа лыжный эстафете»
591	диплом	3		30-38	победитель соревнование ждать диплом приз
592	диплом	3		37-44	девочка доставать комод показывать диплом получать юношеский соревнование гимнастика
593	диплом	3		113-121	спектакль текст иметь большой успех возить фестиваль москва рубеж получать приз диплом
594	диплом	3		45-55	стена кабинет увешивать какой-то грамота диплом рамочка угол расставить кадка пластмассовый фикус
595	директор	1		28-38	прямо урок вызывать директор
596	директор	1		21-31	митинг выступать директор академический институт
597	директор	1		44-55,81-91	становиться административный работник директор что-то заместитель директор какой-то часть
598	директор	1		19-30	профессор фогт директор берлинский институт мозг
599	директор	1		26-35	председательствовать новый директор криволапов докладывать новый главный редактор мишкевич
600	директор	1		26-36	няня кира директор институт обращаться «ты»
601	директор	1		0-10	директор столовая хотеть брать склад бочка
602	директор	2		0-9	директор управление
603	директор	2		35-44,105-114	переговоры голландец проводить директор импорт уже знакомый диана анатольевна коммерческий директор отдел маркетинг
604	директор	2		36-46	офис-менеджер дсидеть младший директор продажа вызывать восторг глянцевый журнал
605	директор	2		94-103	«ростелеком» предоставлять абонент роумингать страна мир говорить коммерческий директор пермский филиал оао «ростелеком» алексей сидоренко
606	диск	1.1		14-20	металлический диск
607	диск	1.1		17-22	небольшой тонкий диск
608	диск	1.1		71-76	шатров оказываться небольшой металлический обломок круглый диск сантиметр диаметр
609	диск	1.1		37-43	небо летать пластмассовый диск игра «фризби»
610	диск	1.1		67-72	прибор получать название астролябие представлять бронзовый диск диаметр сантиметр наносить окружность градусный деление небольшой ручка -кольцый подвешивание палец
611	диск	1.1		117-122	кимберовский медаль крупный награда генетик зубр удовольствие показывать большой золотой диск бронзовый копия
612	диск	1.1		50-55	грудь тонкий серебряный цепь подвешивать диск неясный изображение
613	диск	1.1			диск
614	диск	1.1		89-95	предыдущий монета диаметр миллиметр изготовлять часть металлический белый диск желтый внешний кольцо
615	диск	1.2		28-34	режим выбирать вращение диск верхний панель
616	диск	1.2		35-41	тормозной колодка плотно прижать диск
617	диск	1.2		73-80	почти сразу взреветь телефон прямой колькин аппарат очень старый диск
618	диск	1.2		29-34	благоговейно опускать диск проигрывателть мерцать пластинка
619	диск	1.2		11-16	завертеться диск пила тонкий проволочка стать рваться один другой
620	диск	1.2		53-60	передача крутящий момент происходить помощь диск отвечать передача второй 6-й
621	диск	1.3		35-42	комплект летний резина литой диск зимний штампованный
622	диск	1.3		9-16	шина диск хранить вертикально
623	диск	1.3		83-89	пал егорыч вытаскивать сиденье лопата полезть окапывать колесо левый увязнуть диск правый висеть вода прокручивать
624	диск	1.3		25-31	внешний диаметр ширина диск выражаться дюйм определять размерность шина можно надевать
625	диск	2.1		25-31	новый плеер читать любой диск
626	диск	2.1		52-58	дополнительный материал журнал приложить диск
627	диск	2.1		45-50	дома иерусалим часто ставить машина диск песня пантоха надоедать
628	диск	2.1		46-51	звукооператхор клуб терять репетиция миня -диск фонограммый
629	диск	2.1		28-33	покупать жена фильм что-то диск проигрывать смотреть
630	диск	2.1		93-99	год назад мочь представлять целый стеллаж фолиант можно уместить диск
631	диск	2.1		0-6	диск персональный данные можно находить рынок свободный продажа
632	диск	2.1		33-40	развитие интернет продажа диск потерпеть настоящий крах
633	диск	2.2		12-17	выходить новый диск «виртуозов москвы»
634	диск	2.2		0-5	диск включать лучший песня группа
635	диск	2.2		34-40	ленька давно тулуза записывать диск руководить хор
636	диск	2.2		11-18	работа диск идти год результат действительно неплохой
637	диск	2.2		43-49	год выпускать ограниченный тираж диск виниль
638	диск	3		0-5	диск компьютер
639	диск	3		30-36	порт подключение внешний диск
640	диск	3		37-43	нужный материал храниться жесткий диск дублировать лениться
641	диск	3		90-96	неделя терзать один-единственный вопрос списать кто-либо информация диск компьютер
642	диск	3		43-49	фотография храниться диск компьютер большой возможность какой-то время утерять
643	диск	3		85-91	объем передавать информация неограничный верно ограничивать объем жесткий диск
644	диск	3		58-65	отдел физика вооружение недосчитываться пара съемный диск секретный данные
645	диск	4		33-39	прохождение венера солнечный диск
646	диск	4		28-34	тень земля покрыть четверть диск солнце
647	диск	4		77-82	подернуть утренний дымка стена соседний лес подниматься ярко-красный диск летний солнце
648	диск	4		74-79	иногда ложиться спина волна перекатываться видеть диск солнце качаться мягкий
649	диск	4		96-101	черный небо зажигаться тысяча маленький блестящий звездочка сам избушка висеть желтый диск луна
650	диск	4		42-47	объятый красноватый сумерки диск плутон покрыть многочисленный темный пятно
